timestamp,value,total
2025-09-22,1890,3.0000000000000004
2025-09-23,1893,3.0
2025-09-24,1896,3.000000000000001
2025-09-25,1899,3.0000000000000004
2025-09-26,1902,3.0
2025-09-27,1905,3.0
2025-09-28,1908,3.000000000000001
2025-09-29,1911,3.0
2025-09-30,1914,3.000000000000001
2025-10-01,1917,2.9999999999999987
2025-10-02,1920,3.0
2025-10-03,1923,3.000000000000001
2025-10-04,1926,3.000000000000001
2025-10-05,1929,3.0
2025-10-06,1932,3.0
2025-10-07,1935,3.0000000000000004
2025-10-08,1938,3.0000000000000013
2025-10-09,1941,3.0
2025-10-10,1944,3.000000000000001
2025-10-11,1947,3.0
2025-10-12,1950,3.0
2025-10-13,1953,3.0000000000000018
2025-10-14,1956,3.000000000000001
2025-10-15,1959,2.999999999999999
2025-10-16,1962,2.999999999999999
2025-10-17,1965,3.0
2025-10-18,1968,3.0
2025-10-19,1971,3.0000000000000027
2025-10-20,1974,3.0000000000000004
2025-10-21,1977,3.0
2025-10-22,1980,3.0000000000000013
2025-10-23,1983,3.0000000000000004
2025-10-24,1986,3.000000000000001
2025-10-25,1989,3.0000000000000013
2025-10-26,1992,3.000000000000002
2025-10-27,1995,2.999999999999999
2025-10-28,1998,2.9999999999999996
2025-10-29,2001,3.000000000000001
2025-10-30,2004,3.0
2025-10-31,2007,3.0000000000000013
2025-11-01,2010,3.0000000000000018
2025-11-02,2013,3.0
2025-11-03,2016,3.0000000000000018
2025-11-04,2019,3.0
2025-11-05,2022,3.0000000000000013
2025-11-06,2025,3.000000000000003
2025-11-07,2028,3.000000000000001
2025-11-08,2031,3.000000000000002
2025-11-09,2034,3.000000000000001
2025-11-10,2037,3.0000000000000013
2025-11-11,2040,2.9999999999999996
2025-11-12,2043,3.0000000000000036
2025-11-13,2046,3.000000000000002
2025-11-14,2049,3.000000000000002
2025-11-15,2052,2.9999999999999987
2025-11-16,2055,3.0
2025-11-17,2058,3.0
2025-11-18,2061,3.0
2025-11-19,2064,3.0000000000000018
2025-11-20,2067,3.0
2025-11-21,2070,3.0000000000000013
2025-11-22,2073,2.9999999999999982
2025-11-23,2076,3.0000000000000013
2025-11-24,2079,3.000000000000002
2025-11-25,2082,3.000000000000001
2025-11-26,2085,3.0000000000000004
2025-11-27,2088,3.000000000000002
2025-11-28,2091,3.0000000000000004
2025-11-29,2094,3.0000000000000004
2025-11-30,2097,3.0
2025-12-01,2100,3.000000000000001
2025-12-02,2103,3.000000000000001
2025-12-03,2106,3.000000000000002
2025-12-04,2109,3.0
2025-12-05,2112,3.0000000000000018
2025-12-06,2115,3.0000000000000004
2025-12-07,2118,3.0000000000000027
2025-12-08,2121,3.0
2025-12-09,2124,2.999999999999999
2025-12-10,2127,3.000000000000001
2025-12-11,2130,3.0
2025-12-12,2133,3.000000000000002
2025-12-13,2136,3.0
2025-12-14,2139,3.0000000000000027
2025-12-15,2142,3.0
2025-12-16,2145,3.0000000000000004
2025-12-17,2148,3.0
2025-12-18,2151,3.0000000000000027
2025-12-19,2154,3.000000000000001
2025-12-20,2157,3.0
2025-12-21,2160,3.000000000000002
2025-12-22,2163,3.0000000000000004
2025-12-23,2166,3.0000000000000018
2025-12-24,2169,2.9999999999999996
2025-12-25,2172,3.000000000000001
2025-12-26,2175,3.0
2025-12-27,2178,3.0000000000000004
2025-12-28,2181,3.0000000000000036
2025-12-29,2184,3.000000000000002
2025-12-30,2187,3.0000000000000004
2025-12-31,2190,3.0000000000000027
2026-01-01,2193,3.0000000000000013
2026-01-02,2196,3.0000000000000004
2026-01-03,2199,3.0
2026-01-04,2202,3.0
2026-01-05,2205,2.9999999999999996
2026-01-06,2208,3.0000000000000018
2026-01-07,2211,3.0000000000000018
2026-01-08,2214,3.000000000000002
2026-01-09,2217,3.0000000000000036
2026-01-10,2220,3.000000000000002
2026-01-11,2223,2.9999999999999996
2026-01-12,2226,3.0
2026-01-13,2229,3.0000000000000027
2026-01-14,2232,3.0000000000000004
2026-01-15,2235,3.000000000000002
2026-01-16,2238,2.9999999999999996
2026-01-17,2241,3.0000000000000018
2026-01-18,2244,3.000000000000001
2026-01-19,2247,3.0
2026-01-20,2250,3.0000000000000004
2026-01-21,2253,3.000000000000001
2026-01-22,2256,3.000000000000001
2026-01-23,2259,3.0
2026-01-24,2262,3.0000000000000013
2026-01-25,2265,3.0000000000000004
2026-01-26,2268,3.0000000000000027
2026-01-27,2271,2.999999999999998
2026-01-28,2274,3.0
2026-01-29,2277,3.0
2026-01-30,2280,3.0000000000000018
2026-01-31,2283,2.9999999999999987
2026-02-01,2286,3.0000000000000027
2026-02-02,2289,3.0
2026-02-03,2292,3.0000000000000004
2026-02-04,2295,2.9999999999999996
2026-02-05,2298,3.0
2026-02-06,2301,2.9999999999999987
2026-02-07,2304,3.0000000000000018
2026-02-08,2307,3.0000000000000013
2026-02-09,2310,3.0000000000000018
2026-02-10,2313,3.000000000000004
2026-02-11,2316,2.9999999999999996
2026-02-12,2319,2.9999999999999973
2026-02-13,2322,3.0
2026-02-14,2325,2.9999999999999996
2026-02-15,2328,3.000000000000001
2026-02-16,2331,3.0000000000000036
2026-02-17,2334,3.0000000000000018
2026-02-18,2337,3.000000000000002
2026-02-19,2340,3.0
2026-02-20,2343,3.0000000000000018
2026-02-21,2346,2.9999999999999987
2026-02-22,2349,3.0000000000000004
2026-02-23,2352,3.0000000000000013
2026-02-24,2355,3.000000000000001
2026-02-25,2358,3.000000000000001
2026-02-26,2361,3.000000000000001
2026-02-27,2364,3.0000000000000013
2026-02-28,2367,3.000000000000001
2026-03-01,2370,3.0
2026-03-02,2373,2.999999999999997
2026-03-03,2376,3.0
2026-03-04,2379,2.9999999999999982
2026-03-05,2382,3.0000000000000027
2026-03-06,2385,3.000000000000005
2026-03-07,2388,3.0000000000000018
2026-03-08,2391,3.0000000000000027
2026-03-09,2394,3.0
2026-03-10,2397,3.0000000000000036
2026-03-11,2400,3.0000000000000027
2026-03-12,2403,3.0000000000000036
2026-03-13,2406,3.0000000000000004
2026-03-14,2409,3.0000000000000036
2026-03-15,2412,3.0000000000000018
2026-03-16,2415,3.0000000000000018
2026-03-17,2418,3.000000000000001
2026-03-18,2421,3.0000000000000027
2026-03-19,2424,3.000000000000003
2026-03-20,2427,3.0000000000000018
2026-03-21,2430,3.0000000000000018
2026-03-22,2433,2.9999999999999987
2026-03-23,2436,3.0
2026-03-24,2439,3.0000000000000044
2026-03-25,2442,3.0000000000000036
2026-03-26,2445,2.999999999999998
2026-03-27,2448,3.0
2026-03-28,2451,3.0
2026-03-29,2454,3.0000000000000013
2026-03-30,2457,3.0000000000000018
2026-03-31,2460,3.000000000000001
2026-04-01,2463,3.000000000000004
2026-04-02,2466,3.0000000000000036
2026-04-03,2469,2.999999999999999
2026-04-04,2472,3.000000000000001
2026-04-05,2475,3.0000000000000027
2026-04-06,2478,3.000000000000001
2026-04-07,2481,3.0
2026-04-08,2484,3.000000000000001
2026-04-09,2487,2.9999999999999996
2026-04-10,2490,3.0
2026-04-11,2493,3.000000000000003
2026-04-12,2496,3.0000000000000013
2026-04-13,2499,3.0
2026-04-14,2502,3.0
2026-04-15,2505,3.0
2026-04-16,2508,3.0000000000000004
2026-04-17,2511,2.9999999999999996
2026-04-18,2514,2.9999999999999996
2026-04-19,2517,2.999999999999998
2026-04-20,2520,3.000000000000001
2026-04-21,2523,3.0
2026-04-22,2526,3.000000000000001
2026-04-23,2529,3.000000000000001
2026-04-24,2532,3.0000000000000018
2026-04-25,2535,3.0000000000000018
2026-04-26,2538,3.000000000000003
2026-04-27,2541,3.000000000000005
2026-04-28,2544,3.0
2026-04-29,2547,3.0000000000000036
2026-04-30,2550,2.999999999999998
2026-05-01,2553,3.0
2026-05-02,2556,3.000000000000002
2026-05-03,2559,2.9999999999999987
2026-05-04,2562,3.000000000000001
2026-05-05,2565,3.0000000000000027
2026-05-06,2568,3.0000000000000004
2026-05-07,2571,2.999999999999998
2026-05-08,2574,3.0
2026-05-09,2577,3.0000000000000027
2026-05-10,2580,3.0000000000000027
2026-05-11,2583,3.0000000000000004
2026-05-12,2586,2.9999999999999996
2026-05-13,2589,3.0000000000000018
2026-05-14,2592,2.9999999999999996
2026-05-15,2595,3.0000000000000004
2026-05-16,2598,3.0
2026-05-17,2601,3.000000000000002
2026-05-18,2604,2.9999999999999996
2026-05-19,2607,3.000000000000001
2026-05-20,2610,3.000000000000001
2026-05-21,2613,3.0000000000000013
2026-05-22,2616,3.0000000000000036
2026-05-23,2619,3.000000000000001
2026-05-24,2622,3.0000000000000036
2026-05-25,2625,2.9999999999999996
2026-05-26,2628,3.0000000000000004
2026-05-27,2631,3.0000000000000018
2026-05-28,2634,3.000000000000001
2026-05-29,2637,3.0000000000000013
2026-05-30,2640,3.0000000000000004
2026-05-31,2643,3.0000000000000018
2026-06-01,2646,3.0000000000000036
2026-06-02,2649,3.000000000000001
2026-06-03,2652,3.0
2026-06-04,2655,3.0000000000000018
2026-06-05,2658,2.9999999999999996
2026-06-06,2661,3.0000000000000018
2026-06-07,2664,3.0000000000000027
2026-06-08,2667,2.9999999999999982
2026-06-09,2670,3.0000000000000004
2026-06-10,2673,3.0000000000000053
2026-06-11,2676,3.0
2026-06-12,2679,3.000000000000001
2026-06-13,2682,3.0
2026-06-14,2685,2.9999999999999996
2026-06-15,2688,3.0000000000000027
2026-06-16,2691,3.0000000000000027
2026-06-17,2694,3.0
2026-06-18,2697,3.0000000000000004
2026-06-19,2700,3.000000000000002
2026-06-20,2703,3.0000000000000027
2026-06-21,2706,2.9999999999999987
2026-06-22,2709,2.9999999999999996
2026-06-23,2712,3.0000000000000036
2026-06-24,2715,3.000000000000002
2026-06-25,2718,3.0000000000000036
2026-06-26,2721,3.0
2026-06-27,2724,3.0000000000000018
2026-06-28,2727,3.0
2026-06-29,2730,3.0000000000000013
2026-06-30,2733,3.0
2026-07-01,2736,3.0000000000000027
2026-07-02,2739,2.999999999999999
2026-07-03,2742,3.000000000000002
2026-07-04,2745,3.0000000000000036
2026-07-05,2748,2.9999999999999996
2026-07-06,2751,3.0000000000000027
2026-07-07,2754,3.000000000000004
2026-07-08,2757,2.9999999999999973
2026-07-09,2760,3.0
2026-07-10,2763,3.000000000000001
2026-07-11,2766,2.9999999999999987
2026-07-12,2769,3.0000000000000004
2026-07-13,2772,2.999999999999998
2026-07-14,2775,3.0000000000000018
2026-07-15,2778,3.000000000000001
2026-07-16,2781,3.0000000000000027
2026-07-17,2784,3.0
2026-07-18,2787,3.0000000000000036
2026-07-19,2790,3.0000000000000036
2026-07-20,2793,2.9999999999999987
2026-07-21,2796,3.000000000000002
2026-07-22,2799,3.000000000000001
2026-07-23,2802,2.9999999999999987
2026-07-24,2805,3.000000000000001
2026-07-25,2808,3.0000000000000036
2026-07-26,2811,3.0000000000000013
2026-07-27,2814,2.999999999999999
2026-07-28,2817,3.0000000000000044
2026-07-29,2820,3.000000000000001
2026-07-30,2823,3.0000000000000018
2026-07-31,2826,3.0000000000000004
2026-08-01,2829,3.0000000000000036
2026-08-02,2832,3.0000000000000036
2026-08-03,2835,3.0000000000000027
2026-08-04,2838,3.000000000000001
2026-08-05,2841,3.0000000000000004
2026-08-06,2844,2.999999999999999
2026-08-07,2847,3.0000000000000044
2026-08-08,2850,3.000000000000001
2026-08-09,2853,3.000000000000001
2026-08-10,2856,3.0
2026-08-11,2859,3.0000000000000044
2026-08-12,2862,2.999999999999997
2026-08-13,2865,2.999999999999998
2026-08-14,2868,3.000000000000001
2026-08-15,2871,3.0000000000000004
2026-08-16,2874,3.000000000000003
2026-08-17,2877,2.9999999999999996
2026-08-18,2880,2.9999999999999996
2026-08-19,2883,3.0
2026-08-20,2886,3.0000000000000036
2026-08-21,2889,3.000000000000002
2026-08-22,2892,3.000000000000003
2026-08-23,2895,3.000000000000004
2026-08-24,2898,3.0
2026-08-25,2901,3.0
2026-08-26,2904,2.9999999999999982
2026-08-27,2907,2.999999999999998
2026-08-28,2910,3.0000000000000018
2026-08-29,2913,3.0000000000000004
2026-08-30,2916,3.0000000000000013
2026-08-31,2919,3.0
2026-09-01,2922,2.9999999999999996
2026-09-02,2925,3.000000000000001
2026-09-03,2928,3.0000000000000013
2026-09-04,2931,3.000000000000003
2026-09-05,2934,3.0
2026-09-06,2937,3.000000000000001
2026-09-07,2940,3.000000000000001
2026-09-08,2943,3.0000000000000058
2026-09-09,2946,3.0000000000000004
2026-09-10,2949,3.000000000000002
2026-09-11,2952,2.9999999999999996
2026-09-12,2955,3.0
2026-09-13,2958,3.0
2026-09-14,2961,3.000000000000002
2026-09-15,2964,3.000000000000002
2026-09-16,2967,3.000000000000001
2026-09-17,2970,3.0000000000000036
2026-09-18,2973,3.000000000000003
2026-09-19,2976,3.000000000000002
2026-09-20,2979,3.0000000000000018
2026-09-21,2982,2.9999999999999964
2026-09-22,2985,2.9999999999999996
2026-09-23,2988,3.0000000000000058
2026-09-24,2991,3.0000000000000004
2026-09-25,2994,3.000000000000002
2026-09-26,2997,3.0
2026-09-27,3000,2.9999999999999996
2026-09-28,3003,3.000000000000003
2026-09-29,3006,3.0000000000000036
2026-09-30,3009,3.0000000000000018
2026-10-01,3012,3.000000000000005
2026-10-02,3015,3.0000000000000036
2026-10-03,3018,2.9999999999999982
2026-10-04,3021,3.0000000000000036
2026-10-05,3024,3.0000000000000058
2026-10-06,3027,3.0000000000000018
2026-10-07,3030,3.0000000000000018
2026-10-08,3033,2.9999999999999973
2026-10-09,3036,3.0000000000000036
2026-10-10,3039,3.000000000000003
2026-10-11,3042,3.000000000000001
2026-10-12,3045,3.000000000000004
2026-10-13,3048,3.0000000000000036
2026-10-14,3051,3.0
2026-10-15,3054,3.0000000000000018
2026-10-16,3057,3.000000000000003
2026-10-17,3060,3.000000000000003
2026-10-18,3063,3.000000000000002
2026-10-19,3066,3.0000000000000044
2026-10-20,3069,3.0000000000000036
2026-10-21,3072,3.0000000000000018
2026-10-22,3075,3.0000000000000013
2026-10-23,3078,3.000000000000002
2026-10-24,3081,3.0000000000000018
2026-10-25,3084,3.0
2026-10-26,3087,3.0000000000000013
2026-10-27,3090,2.9999999999999996
2026-10-28,3093,3.0000000000000004
2026-10-29,3096,3.0000000000000053
2026-10-30,3099,3.0000000000000027
2026-10-31,3102,3.0000000000000044
2026-11-01,3105,3.0000000000000004
2026-11-02,3108,3.0000000000000018
2026-11-03,3111,3.000000000000001
2026-11-04,3114,3.0000000000000036
2026-11-05,3117,3.000000000000002
2026-11-06,3120,3.0
2026-11-07,3123,3.0000000000000018
2026-11-08,3126,3.0000000000000018
2026-11-09,3129,3.0
2026-11-10,3132,3.0000000000000018
2026-11-11,3135,3.000000000000004
2026-11-12,3138,3.000000000000005
2026-11-13,3141,3.0
2026-11-14,3144,3.000000000000002
2026-11-15,3147,3.000000000000001
2026-11-16,3150,3.0000000000000044
2026-11-17,3153,3.0
2026-11-18,3156,3.0000000000000018
2026-11-19,3159,3.0000000000000018
2026-11-20,3162,3.0
2026-11-21,3165,3.000000000000002
2026-11-22,3168,3.0000000000000027
2026-11-23,3171,3.000000000000004
2026-11-24,3174,2.9999999999999996
2026-11-25,3177,2.9999999999999982
2026-11-26,3180,3.000000000000002
2026-11-27,3183,3.000000000000003
2026-11-28,3186,2.999999999999999
2026-11-29,3189,3.000000000000003
2026-11-30,3192,2.999999999999995
2026-12-01,3195,2.999999999999998
2026-12-02,3198,3.0000000000000027
2026-12-03,3201,3.0000000000000013
2026-12-04,3204,3.000000000000001
2026-12-05,3207,2.999999999999998
2026-12-06,3210,2.9999999999999973
2026-12-07,3213,3.000000000000001
2026-12-08,3216,3.0000000000000044
2026-12-09,3219,3.0000000000000058
2026-12-10,3222,2.999999999999997
2026-12-11,3225,3.0000000000000053
2026-12-12,3228,3.000000000000001
2026-12-13,3231,3.000000000000005
2026-12-14,3234,3.000000000000002
2026-12-15,3237,3.0000000000000013
2026-12-16,3240,3.0000000000000036
2026-12-17,3243,3.0000000000000036
2026-12-18,3246,2.999999999999999
2026-12-19,3249,3.0000000000000044
2026-12-20,3252,3.0000000000000044
2026-12-21,3255,3.000000000000001
2026-12-22,3258,2.9999999999999996
2026-12-23,3261,3.0000000000000018
2026-12-24,3264,3.000000000000001
2026-12-25,3267,3.0000000000000036
2026-12-26,3270,3.0000000000000027
2026-12-27,3273,2.9999999999999996
2026-12-28,3276,2.9999999999999964
2026-12-29,3279,3.0
2026-12-30,3282,3.000000000000003
2026-12-31,3285,3.0000000000000036
2027-01-01,3288,2.9999999999999982
2027-01-02,3291,3.0000000000000027
2027-01-03,3294,3.000000000000003
2027-01-04,3297,3.0000000000000013
2027-01-05,3300,3.0
2027-01-06,3303,3.000000000000005
2027-01-07,3306,3.0000000000000027
2027-01-08,3309,3.000000000000003
2027-01-09,3312,2.999999999999998
2027-01-10,3315,3.0000000000000018
2027-01-11,3318,3.0
2027-01-12,3321,3.000000000000005
2027-01-13,3324,3.000000000000003
2027-01-14,3327,3.0000000000000013
2027-01-15,3330,3.000000000000003
2027-01-16,3333,3.000000000000002
2027-01-17,3336,3.0000000000000044
2027-01-18,3339,3.0000000000000053
2027-01-19,3342,3.0000000000000018
2027-01-20,3345,2.999999999999999
2027-01-21,3348,3.0000000000000027
2027-01-22,3351,3.000000000000002
2027-01-23,3354,3.000000000000004
2027-01-24,3357,3.000000000000002
2027-01-25,3360,3.000000000000005
2027-01-26,3363,3.0000000000000004
2027-01-27,3366,3.0000000000000013
2027-01-28,3369,3.0000000000000004
2027-01-29,3372,2.9999999999999996
2027-01-30,3375,3.0000000000000058
2027-01-31,3378,3.0000000000000036
2027-02-01,3381,3.0000000000000018
2027-02-02,3384,3.000000000000007
2027-02-03,3387,3.0000000000000004
2027-02-04,3390,3.000000000000005
2027-02-05,3393,3.0
2027-02-06,3396,3.0000000000000036
2027-02-07,3399,2.9999999999999987
2027-02-08,3402,3.0
2027-02-09,3405,2.9999999999999982
2027-02-10,3408,3.000000000000001
2027-02-11,3411,3.0000000000000036
2027-02-12,3414,3.0000000000000036
2027-02-13,3417,3.000000000000001
2027-02-14,3420,3.000000000000002
2027-02-15,3423,3.0000000000000058
2027-02-16,3426,3.000000000000002
2027-02-17,3429,3.000000000000007
2027-02-18,3432,2.9999999999999996
2027-02-19,3435,2.9999999999999987
2027-02-20,3438,2.9999999999999964
2027-02-21,3441,3.0000000000000036
2027-02-22,3444,3.0000000000000044
2027-02-23,3447,3.0000000000000058
2027-02-24,3450,2.9999999999999964
2027-02-25,3453,3.0
2027-02-26,3456,3.0
2027-02-27,3459,3.0000000000000027
2027-02-28,3462,3.000000000000001
2027-03-01,3465,3.000000000000004
2027-03-02,3468,3.0
2027-03-03,3471,3.0000000000000004
2027-03-04,3474,3.0000000000000053
2027-03-05,3477,3.000000000000004
2027-03-06,3480,3.000000000000009
2027-03-07,3483,3.0000000000000004
2027-03-08,3486,3.000000000000004
2027-03-09,3489,3.0000000000000018
2027-03-10,3492,3.0000000000000018
2027-03-11,3495,2.999999999999999
2027-03-12,3498,3.0000000000000036
2027-03-13,3501,3.0000000000000018
2027-03-14,3504,3.0
2027-03-15,3507,3.0000000000000036
2027-03-16,3510,2.9999999999999982
2027-03-17,3513,3.000000000000004
2027-03-18,3516,3.0000000000000027
2027-03-19,3519,2.9999999999999987
2027-03-20,3522,3.0000000000000036
2027-03-21,3525,3.0
2027-03-22,3528,3.0
2027-03-23,3531,2.9999999999999996
2027-03-24,3534,3.0
2027-03-25,3537,3.0000000000000027
2027-03-26,3540,3.0000000000000018
2027-03-27,3543,2.9999999999999987
2027-03-28,3546,3.0000000000000027
2027-03-29,3549,2.9999999999999964
2027-03-30,3552,3.0
2027-03-31,3555,2.999999999999998
2027-04-01,3558,3.0
2027-04-02,3561,3.000000000000001
2027-04-03,3564,3.0000000000000058
2027-04-04,3567,3.0000000000000027
2027-04-05,3570,3.0000000000000027
2027-04-06,3573,3.0000000000000036
2027-04-07,3576,3.000000000000001
2027-04-08,3579,3.0000000000000036
2027-04-09,3582,3.000000000000004
2027-04-10,3585,3.0000000000000058
2027-04-11,3588,3.000000000000001
2027-04-12,3591,3.000000000000001
2027-04-13,3594,2.999999999999998
2027-04-14,3597,3.0000000000000018
2027-04-15,3600,2.999999999999998
2027-04-16,3603,3.0000000000000058
2027-04-17,3606,2.9999999999999996
2027-04-18,3609,3.000000000000004
2027-04-19,3612,2.999999999999998
